questionid,optionA,optionB,answer,reason,GT
6651db0e-2a52-4204-aac3-c6553ee83965,"after years of trying for a child, the doctors called me infertile. we decided to adopt a cat. family comforted me with thoughts of pets or adoption. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.","after years of trying for a child, the doctors called me infertile. family comforted me with thoughts of pets or adoption. i had never considered adoption before now. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.",B,the story flows effortlessly,B
6651db0e-2a52-4204-aac3-c6553ee83965,"after years of trying for a child, the doctors called me infertile. we decided to adopt a cat. family comforted me with thoughts of pets or adoption. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.","after years of trying for a child, the doctors called me infertile. family comforted me with thoughts of pets or adoption. i had never considered adoption before now. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.",B,Story B has better flow and makes more sense- mentions adoption,B
6651db0e-2a52-4204-aac3-c6553ee83965,"after years of trying for a child, the doctors called me infertile. we decided to adopt a cat. family comforted me with thoughts of pets or adoption. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.","after years of trying for a child, the doctors called me infertile. family comforted me with thoughts of pets or adoption. i had never considered adoption before now. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.",B,even though A gives little meaning B is better in narration,B
6651db0e-2a52-4204-aac3-c6553ee83965,"after years of trying for a child, the doctors called me infertile. we decided to adopt a cat. family comforted me with thoughts of pets or adoption. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.","after years of trying for a child, the doctors called me infertile. family comforted me with thoughts of pets or adoption. i had never considered adoption before now. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.",B,The cat adoption part in Option A did not fit in the story.,B
6651db0e-2a52-4204-aac3-c6553ee83965,"after years of trying for a child, the doctors called me infertile. we decided to adopt a cat. family comforted me with thoughts of pets or adoption. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.","after years of trying for a child, the doctors called me infertile. family comforted me with thoughts of pets or adoption. i had never considered adoption before now. on the 1st we are going to an adoption agency. after our appointment a new baby will be welcomed into the family.",B,"Story ""A"" makes it seem like they're adopting an animal, not a child.",B
521e2dd2-b8fe-4c79-bbcf-faa2e0def3d9,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. he drank it too fast and got drunk.,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. tom didn't care and went home.,A,Story A is perfect and matches the exact scenario tha B.,A
521e2dd2-b8fe-4c79-bbcf-faa2e0def3d9,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. he drank it too fast and got drunk.,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. tom didn't care and went home.,A,It shows about his character and the reason he drunk.,A
521e2dd2-b8fe-4c79-bbcf-faa2e0def3d9,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. he drank it too fast and got drunk.,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. tom didn't care and went home.,A,"If Tom didn't want to seem weak, he would show others that he can drink it instead of going home and letting other know that he is weak. That is why I think A is better than B.",A
521e2dd2-b8fe-4c79-bbcf-faa2e0def3d9,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. he drank it too fast and got drunk.,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. tom didn't care and went home.,A,A was more appropriate since it is having a continuous flow than B. And there is a gap in the story,A
521e2dd2-b8fe-4c79-bbcf-faa2e0def3d9,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. he drank it too fast and got drunk.,tom was at a party. he asked for a mixed drink. it was really strong. tom didn't want to seem weak. tom didn't care and went home.,A,A is very logical and flow to the story. B is not logical.,A
840de0bb-d9b3-4bed-9ed1-c0a37eee20e1,a new thrift store opened up in town. i wanted to visit to see what they had. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them.,a new thrift store opened up in town. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them. i bought the items.,A,Story B is repetitive.,A
840de0bb-d9b3-4bed-9ed1-c0a37eee20e1,a new thrift store opened up in town. i wanted to visit to see what they had. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them.,a new thrift store opened up in town. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them. i bought the items.,A,"Because it is more appropriate, the second is generic",A
840de0bb-d9b3-4bed-9ed1-c0a37eee20e1,a new thrift store opened up in town. i wanted to visit to see what they had. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them.,a new thrift store opened up in town. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them. i bought the items.,both,Both are good,A
840de0bb-d9b3-4bed-9ed1-c0a37eee20e1,a new thrift store opened up in town. i wanted to visit to see what they had. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them.,a new thrift store opened up in town. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them. i bought the items.,A,"""B"" is repetitive when it says the character purchased AND bought the items.",A
840de0bb-d9b3-4bed-9ed1-c0a37eee20e1,a new thrift store opened up in town. i wanted to visit to see what they had. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them.,a new thrift store opened up in town. i drove the the shop and went in. i looked over the items in the store. i found a few cool items and purchased them. i bought the items.,A,Option B is repetitive,A
4fbe849c-61bd-4562-9120-65fc2147dd64,molly was doing some chores saturday. she spent most of her time meticulously sweeping the living room. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,molly was doing some chores saturday. she was making crafts for her kids. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,A,is more complex in explaining the story,A
4fbe849c-61bd-4562-9120-65fc2147dd64,molly was doing some chores saturday. she spent most of her time meticulously sweeping the living room. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,molly was doing some chores saturday. she was making crafts for her kids. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,A,story A has a better start and finish,A
4fbe849c-61bd-4562-9120-65fc2147dd64,molly was doing some chores saturday. she spent most of her time meticulously sweeping the living room. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,molly was doing some chores saturday. she was making crafts for her kids. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,A,A; makes more sense that molly does not have kids and that she is a sister with brothers.,A
4fbe849c-61bd-4562-9120-65fc2147dd64,molly was doing some chores saturday. she spent most of her time meticulously sweeping the living room. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,molly was doing some chores saturday. she was making crafts for her kids. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,A,Story A makes more sense in terms of context.,A
4fbe849c-61bd-4562-9120-65fc2147dd64,molly was doing some chores saturday. she spent most of her time meticulously sweeping the living room. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,molly was doing some chores saturday. she was making crafts for her kids. it was spotless and ready to be mopped. all of a sudden her little brothers burst in and made a big mess. she had to start all over again.,A,"A is logically arranged and make sense, while B do not make sense.",A
3c691d12-cd1b-4fea-937d-69058aa5421e,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. he realized that he was lactose intolerant.,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. it wound up ruining his cookies and angering his girl.,B,B has the sentences logically arranged and makes sense as a story.,B
3c691d12-cd1b-4fea-937d-69058aa5421e,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. he realized that he was lactose intolerant.,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. it wound up ruining his cookies and angering his girl.,B,The conclusion in B makes more sense because it resolves surprising his girlfriend and opposed to being lactose intolerant,B
3c691d12-cd1b-4fea-937d-69058aa5421e,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. he realized that he was lactose intolerant.,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. it wound up ruining his cookies and angering his girl.,B,"The lactose intolerance mentioned in story ""A"" doesn't make sense in the context and adds confusion.",B
3c691d12-cd1b-4fea-937d-69058aa5421e,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. he realized that he was lactose intolerant.,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. it wound up ruining his cookies and angering his girl.,A,I think Story A is more appropriate because in that Tom cares for his girlfriend and want to impress her by baking non lactose cookies.,B
3c691d12-cd1b-4fea-937d-69058aa5421e,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. he realized that he was lactose intolerant.,tom was trying to bake some cookies. he wanted to surprise his girlfriend. he didn't have the right ingredients. he tried to replace them with similar ones. it wound up ruining his cookies and angering his girl.,B,"Story B is better since story A is having irrelevant story line i.e,  he realized that he was lactose intolerant.",B
39eedafd-5b2d-40d8-ba7a-bdbd3e549dcf,tom bought a scary mask. he was very scared and hid behind a tree. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack.,tom bought a scary mask. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack. he had ptsd ever since.,B,"It doesn't make sense in ""A"" that Tom was scared after buying a scary mask and hiding.",B
39eedafd-5b2d-40d8-ba7a-bdbd3e549dcf,tom bought a scary mask. he was very scared and hid behind a tree. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack.,tom bought a scary mask. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack. he had ptsd ever since.,B,Story B's contains context that makes more sense.,B
39eedafd-5b2d-40d8-ba7a-bdbd3e549dcf,tom bought a scary mask. he was very scared and hid behind a tree. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack.,tom bought a scary mask. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack. he had ptsd ever since.,neither,Both story A and B is irrelevant and inappropriate,B
39eedafd-5b2d-40d8-ba7a-bdbd3e549dcf,tom bought a scary mask. he was very scared and hid behind a tree. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack.,tom bought a scary mask. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack. he had ptsd ever since.,B,This sentence does not go well with the story A and is contradictory - 'he was very scared and hid behind a tree',B
39eedafd-5b2d-40d8-ba7a-bdbd3e549dcf,tom bought a scary mask. he was very scared and hid behind a tree. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack.,tom bought a scary mask. he sneaked outside his brother's window at night. he broke in and scared him in the middle of the night. his brother peed himself and had a mini heart attack. he had ptsd ever since.,B,"B makes more sense, he wouldn't be scared if the was the one doing the scaring",B
c0d37b11-0cea-4f86-a0c9-dfefcad62305,vickie was watching her grandson. all of a sudden he started shaking. he was having a seizure. vickie called 911. the ambulance took him to the hospital.,vickie was watching her grandson. he was having a seizure. the doctor examined the baby. vickie called 911. the ambulance took him to the hospital.,A,Story B seems to have a messed up order.,A
c0d37b11-0cea-4f86-a0c9-dfefcad62305,vickie was watching her grandson. all of a sudden he started shaking. he was having a seizure. vickie called 911. the ambulance took him to the hospital.,vickie was watching her grandson. he was having a seizure. the doctor examined the baby. vickie called 911. the ambulance took him to the hospital.,both,both have same content,A
c0d37b11-0cea-4f86-a0c9-dfefcad62305,vickie was watching her grandson. all of a sudden he started shaking. he was having a seizure. vickie called 911. the ambulance took him to the hospital.,vickie was watching her grandson. he was having a seizure. the doctor examined the baby. vickie called 911. the ambulance took him to the hospital.,A,Only A is logically arranged to make a good story.,A
c0d37b11-0cea-4f86-a0c9-dfefcad62305,vickie was watching her grandson. all of a sudden he started shaking. he was having a seizure. vickie called 911. the ambulance took him to the hospital.,vickie was watching her grandson. he was having a seizure. the doctor examined the baby. vickie called 911. the ambulance took him to the hospital.,A,The first looks more appropriate in an emergency,A
c0d37b11-0cea-4f86-a0c9-dfefcad62305,vickie was watching her grandson. all of a sudden he started shaking. he was having a seizure. vickie called 911. the ambulance took him to the hospital.,vickie was watching her grandson. he was having a seizure. the doctor examined the baby. vickie called 911. the ambulance took him to the hospital.,A,Option B the sentences are mixed up and do not make sense.,A
94973018-ec11-482f-ae2c-943c8ffe8487,tanner needed food fast. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,the man made some stew. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,A,"A: the character has a need, food fast and finds a solution. B does not have a character with needs, just actions.",A
94973018-ec11-482f-ae2c-943c8ffe8487,tanner needed food fast. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,the man made some stew. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,A,Beginning of Story B does not match with the rest of the story.,A
94973018-ec11-482f-ae2c-943c8ffe8487,tanner needed food fast. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,the man made some stew. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,A,Only A is logical.,A
94973018-ec11-482f-ae2c-943c8ffe8487,tanner needed food fast. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,the man made some stew. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,both,both A and  B is Appropriate and perfect,A
94973018-ec11-482f-ae2c-943c8ffe8487,tanner needed food fast. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,the man made some stew. he grabbed the nearest thing. he opened the can of soup. he warmed it up. he ate it for dinner.,A,Story B beginning doesn't belong to rest of story,A
185842b6-e367-4d68-8aec-8201c5d6bf11,"annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing. she clicked on the radio and listened to the soothing words.","annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. she typed one sentence and had no more ideas. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing.",neither,Keyboard has nothing do with working on novel,B
185842b6-e367-4d68-8aec-8201c5d6bf11,"annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing. she clicked on the radio and listened to the soothing words.","annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. she typed one sentence and had no more ideas. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing.",neither,both the story cointain the wrong word soon instead of show.,B
185842b6-e367-4d68-8aec-8201c5d6bf11,"annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing. she clicked on the radio and listened to the soothing words.","annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. she typed one sentence and had no more ideas. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing.",B,This one has good words,B
185842b6-e367-4d68-8aec-8201c5d6bf11,"annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing. she clicked on the radio and listened to the soothing words.","annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. she typed one sentence and had no more ideas. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing.",B,Story b is better in terms of context.,B
185842b6-e367-4d68-8aec-8201c5d6bf11,"annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing. she clicked on the radio and listened to the soothing words.","annie sat at her desk ready to work on her novel. she put her fingers on the keyboard hoping for inspiration. she typed one sentence and had no more ideas. to get her imagination going again, she decided to turn on the radio. as soon as a new soon started, she started typing.",B,B clearly has sentences arranged to its end.,B
691fa4c5-509b-48b3-bc7f-62433fcf9b58,"dan went to las vegas for a business trip. he had been saving for years to go to the desert of arizona. dan missed his wife and kids. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.","dan went to las vegas for a business trip. dan missed his wife and kids. dan called them every night after the meetings. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.",B,"Events in story B makes more sense as in story A, desert of Arizona in the story makes little odd.",B
691fa4c5-509b-48b3-bc7f-62433fcf9b58,"dan went to las vegas for a business trip. he had been saving for years to go to the desert of arizona. dan missed his wife and kids. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.","dan went to las vegas for a business trip. dan missed his wife and kids. dan called them every night after the meetings. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.",B,Story A contains details that do not make sense.,B
691fa4c5-509b-48b3-bc7f-62433fcf9b58,"dan went to las vegas for a business trip. he had been saving for years to go to the desert of arizona. dan missed his wife and kids. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.","dan went to las vegas for a business trip. dan missed his wife and kids. dan called them every night after the meetings. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.",B,makes more sense that dan would not spend money to go on a trip if he missed his wife and kids so much,B
691fa4c5-509b-48b3-bc7f-62433fcf9b58,"dan went to las vegas for a business trip. he had been saving for years to go to the desert of arizona. dan missed his wife and kids. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.","dan went to las vegas for a business trip. dan missed his wife and kids. dan called them every night after the meetings. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.",B,Only B is logically arranged to make a good and sensible story.,B
691fa4c5-509b-48b3-bc7f-62433fcf9b58,"dan went to las vegas for a business trip. he had been saving for years to go to the desert of arizona. dan missed his wife and kids. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.","dan went to las vegas for a business trip. dan missed his wife and kids. dan called them every night after the meetings. finally the day came for dan to return home. upon seeing them again, he hugged his family tighter than ever before.",B,A introduces the desert but then nothing is mentioned about it again so it sounds strange. B feels more complete,B
feb661d1-9270-42d9-a7cf-c6a26a0b94f9,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they eventually decided on montreal. they booked a hotel and started planning their trip.,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they decided on a location. they booked a hotel and started planning their trip.,both,Both A and B is Appropriate,A
feb661d1-9270-42d9-a7cf-c6a26a0b94f9,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they eventually decided on montreal. they booked a hotel and started planning their trip.,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they decided on a location. they booked a hotel and started planning their trip.,both,Both seem good in terms of context.,A
feb661d1-9270-42d9-a7cf-c6a26a0b94f9,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they eventually decided on montreal. they booked a hotel and started planning their trip.,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they decided on a location. they booked a hotel and started planning their trip.,both,"Both of the stories make sense, ""A"" is just more specific in saying that everyone decided on Montreal.",A
feb661d1-9270-42d9-a7cf-c6a26a0b94f9,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they eventually decided on montreal. they booked a hotel and started planning their trip.,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they decided on a location. they booked a hotel and started planning their trip.,both,"The stories are practically the same, the only difference is the mention of the location in story A which doesn't make it more complete than story B",A
feb661d1-9270-42d9-a7cf-c6a26a0b94f9,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they eventually decided on montreal. they booked a hotel and started planning their trip.,we were thinking of a place to go. we wanted someplace new but not too far away. so they googled ideas and suggestions. they decided on a location. they booked a hotel and started planning their trip.,both,The both are similar,A
11840bfc-8ca5-4cb1-ba23-1a3a584b4c66,buck found some small bones in a field. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,the man saw a nest in the backyard of his house. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,both,Both A and B have logic and content.,A
11840bfc-8ca5-4cb1-ba23-1a3a584b4c66,buck found some small bones in a field. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,the man saw a nest in the backyard of his house. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,A,"A: the detail of the small bones found, instead of a nest, makes more sense when contacting a bone specialist",A
11840bfc-8ca5-4cb1-ba23-1a3a584b4c66,buck found some small bones in a field. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,the man saw a nest in the backyard of his house. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,A,Story A makes more sense given the context.,A
11840bfc-8ca5-4cb1-ba23-1a3a584b4c66,buck found some small bones in a field. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,the man saw a nest in the backyard of his house. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,both,Both are the same,A
11840bfc-8ca5-4cb1-ba23-1a3a584b4c66,buck found some small bones in a field. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,the man saw a nest in the backyard of his house. he thought they might belong to an alien! buck also considered they might be human. he took them to a bone identification specialist. the mystery was solved when he found out they belonged to a raccoon.,both,Both of them have same ending and they have a continuity.,A
ff37821a-17bd-46f4-a61b-515f70ad98c4,"ian always let lily copy his math homework before class. she was devastated. and he let her cheat off him during tests too. and lily didn't know what to do. on the day of the final exam, lily failed.","ian always let lily copy his math homework before class. and he let her cheat off him during tests too. but the last two days of class, ian was sick. and lily didn't know what to do. on the day of the final exam, lily failed.",B,I chose B because in A it doesn't say why Lily was devastated,B
ff37821a-17bd-46f4-a61b-515f70ad98c4,"ian always let lily copy his math homework before class. she was devastated. and he let her cheat off him during tests too. and lily didn't know what to do. on the day of the final exam, lily failed.","ian always let lily copy his math homework before class. and he let her cheat off him during tests too. but the last two days of class, ian was sick. and lily didn't know what to do. on the day of the final exam, lily failed.",B,"In story ""A,"" it doesn't make sense for Lily to be devastated since nothing has happened to her.",B
ff37821a-17bd-46f4-a61b-515f70ad98c4,"ian always let lily copy his math homework before class. she was devastated. and he let her cheat off him during tests too. and lily didn't know what to do. on the day of the final exam, lily failed.","ian always let lily copy his math homework before class. and he let her cheat off him during tests too. but the last two days of class, ian was sick. and lily didn't know what to do. on the day of the final exam, lily failed.",B,B is complete story,B
ff37821a-17bd-46f4-a61b-515f70ad98c4,"ian always let lily copy his math homework before class. she was devastated. and he let her cheat off him during tests too. and lily didn't know what to do. on the day of the final exam, lily failed.","ian always let lily copy his math homework before class. and he let her cheat off him during tests too. but the last two days of class, ian was sick. and lily didn't know what to do. on the day of the final exam, lily failed.",B,Only B is logically arranged to make a sensible story.,B
ff37821a-17bd-46f4-a61b-515f70ad98c4,"ian always let lily copy his math homework before class. she was devastated. and he let her cheat off him during tests too. and lily didn't know what to do. on the day of the final exam, lily failed.","ian always let lily copy his math homework before class. and he let her cheat off him during tests too. but the last two days of class, ian was sick. and lily didn't know what to do. on the day of the final exam, lily failed.",B,Option A is all mixed up and does not make sense.,B
97aebf48-70a0-49e0-b277-6b881b9ca606,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. when my son was born i taught him the same prayer. now my son says the prayer with me. we have a special bond with our family praying because of my mom.,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. i told my husband that i would be good if he did not do better. when my son was born i taught him the same prayer. now my son says the prayer with me.,A,A is logically arranged and makes sense completely.,A
97aebf48-70a0-49e0-b277-6b881b9ca606,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. when my son was born i taught him the same prayer. now my son says the prayer with me. we have a special bond with our family praying because of my mom.,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. i told my husband that i would be good if he did not do better. when my son was born i taught him the same prayer. now my son says the prayer with me.,A,"this story is more positive, not sure why the husband has to do bad?",A
97aebf48-70a0-49e0-b277-6b881b9ca606,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. when my son was born i taught him the same prayer. now my son says the prayer with me. we have a special bond with our family praying because of my mom.,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. i told my husband that i would be good if he did not do better. when my son was born i taught him the same prayer. now my son says the prayer with me.,A,all the characters are connected to the story. the husband in B stands out as odd,A
97aebf48-70a0-49e0-b277-6b881b9ca606,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. when my son was born i taught him the same prayer. now my son says the prayer with me. we have a special bond with our family praying because of my mom.,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. i told my husband that i would be good if he did not do better. when my son was born i taught him the same prayer. now my son says the prayer with me.,A,"I don't know what the speaker is talking about in regard to her husband in story ""B.""",A
97aebf48-70a0-49e0-b277-6b881b9ca606,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. when my son was born i taught him the same prayer. now my son says the prayer with me. we have a special bond with our family praying because of my mom.,my mom taught me how to pray when i was a little child. i said the same prayer every night with her as a child. i told my husband that i would be good if he did not do better. when my son was born i taught him the same prayer. now my son says the prayer with me.,A,Makes more sense in terms of context.,A
7c833d01-609e-4a35-9782-8f63ab1f4f16,the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing. the mechanic gave her a brand new engine.,"jan's car wouldn't start, so she called a tow truck. the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing.",B,Option A does not sound real to get a new engine for a car start problem.,B
7c833d01-609e-4a35-9782-8f63ab1f4f16,the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing. the mechanic gave her a brand new engine.,"jan's car wouldn't start, so she called a tow truck. the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing.",B,"It doesn't make sense in ""A"" that the mechanic just gave her a new engine.",B
7c833d01-609e-4a35-9782-8f63ab1f4f16,the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing. the mechanic gave her a brand new engine.,"jan's car wouldn't start, so she called a tow truck. the mechanic told her the engine needed to be rebuilt. she contacted a friend that knew a little bit about cars. the friend told her the mechanic was ripping her off. the friend offered to fix it for nothing.",B,Story B includes the problem with car in the start which gives meaning to the story.,B
